surface,time_s,waypoint_index,x,y,z,force_n,speed_m_s,mode,event
countertop,1.850000000000001,14,0.49999999999999983,-0.27999999999999997,0.5,9.99716046265549,0.18512852405258728,force,track
countertop,1.900000000000001,15,0.5199999999999998,-0.27999999999999997,0.5,9.997728370124392,0.18512852405258728,force,track
countertop,1.950000000000001,15,0.5199999999999998,-0.27999999999999997,0.5,9.998182696099514,0.18694986689702142,force,track
countertop,2.000000000000001,16,0.5399999999999998,-0.27999999999999997,0.5,9.99854615687961,0.18694986689702142,force,track
countertop,2.0500000000000007,16,0.5399999999999998,-0.27999999999999997,0.5,9.998836925503689,0.18938356148104207,force,track
countertop,2.1000000000000005,16,0.5399999999999998,-0.27999999999999997,0.5,9.999069540402951,0.1921345112038748,force,track
countertop,2.1500000000000004,17,0.5599999999999998,-0.27999999999999997,0.5,9.999255632322361,0.18938356148104207,force,track
countertop,2.2,17,0.5599999999999998,-0.27999999999999997,0.5,9.999404505857889,0.1921345112038748,force,track
countertop,2.25,17,0.5599999999999998,-0.27999999999999997,0.5,9.999523604686312,0.1948691508279424,force,track
countertop,2.3,18,0.5799999999999998,-0.27999999999999997,0.5,9.999618883749049,0.1921345112038748,force,track
countertop,2.3499999999999996,18,0.5799999999999998,-0.27999999999999997,0.5,9.999695106999239,0.1948691508279424,force,track
countertop,2.3999999999999995,18,0.5799999999999998,-0.27999999999999997,0.5,9.99975608559939,0.1972558927897503,force,track
countertop,2.4499999999999993,19,0.5999999999999999,-0.27999999999999997,0.5,9.999804868479512,0.1948691508279424,force,track
countertop,2.499999999999999,19,0.5999999999999999,-0.27999999999999997,0.5,9.99984389478361,0.1972558927897503,force,track
countertop,2.549999999999999,19,0.5999999999999999,-0.27999999999999997,0.5,9.999875115826887,0.19900533370874307,force,track
countertop,2.5999999999999988,20,0.5999999999999999,-0.23999999999999994,0.5,9.999900092661509,0.1972558927897503,force,track
countertop,2.6499999999999986,20,0.5999999999999999,-0.23999999999999994,0.5,9.999920074129207,0.19900533370874307,force,track
countertop,2.6999999999999984,20,0.5999999999999999,-0.23999999999999994,0.5,9.999936059303366,0.19990534587101602,force,track
countertop,2.7499999999999982,20,0.5999999999999999,-0.23999999999999994,0.5,9.999948847442692,0.19984679868496322,force,track
countertop,2.799999999999998,20,0.5999999999999999,-0.23999999999999994,0.5,9.999959077954154,0.19883679126470624,force,track
countertop,2.849999999999998,21,0.5799999999999998,-0.23999999999999994,0.5,9.999967262363324,0.19900533370874307,force,track
countertop,2.8999999999999977,21,0.5799999999999998,-0.23999999999999994,0.5,9.999973809890658,0.19990534587101602,force,track
countertop,2.9499999999999975,21,0.5799999999999998,-0.23999999999999994,0.5,9.999979047912527,0.19984679868496322,force,track
countertop,2.9999999999999973,22,0.5399999999999998,-0.23999999999999994,0.5,9.999983238330021,0.19990534587101602,force,track
countertop,3.049999999999997,22,0.5399999999999998,-0.23999999999999994,0.5,9.999986590664017,0.19984679868496322,force,track
countertop,3.099999999999997,22,0.5399999999999998,-0.23999999999999994,0.5,9.999989272531213,0.19883679126470624,force,track
countertop,3.149999999999997,22,0.5399999999999998,-0.23999999999999994,0.5,9.99999141802497,0.19699779163003353,force,track
countertop,3.1999999999999966,22,0.5399999999999998,-0.23999999999999994,0.5,9.999993134419977,0.19455278689879482,force,track
countertop,3.2499999999999964,23,0.5199999999999998,-0.23999999999999994,0.5,9.999994507535982,0.19984679868496322,force,track
countertop,3.2999999999999963,23,0.5199999999999998,-0.23999999999999994,0.5,9.999995606028786,0.19883679126470624,force,track
countertop,3.349999999999996,23,0.5199999999999998,-0.23999999999999994,0.5,9.99999648482303,0.19699779163003353,force,track
countertop,3.399999999999996,24,0.49999999999999983,-0.23999999999999994,0.5,9.999997187858423,0.19883679126470624,force,track
countertop,3.4499999999999957,24,0.49999999999999983,-0.23999999999999994,0.5,9.999997750286738,0.19699779163003353,force,track
countertop,3.4999999999999956,25,0.47999999999999987,-0.23999999999999994,0.5,9.99999820022939,0.19699779163003353,force,track
countertop,3.5499999999999954,25,0.47999999999999987,-0.23999999999999994,0.5,9.999998560183512,0.19455278689879482,force,track
countertop,3.599999999999995,26,0.4599999999999999,-0.23999999999999994,0.5,9.99999884814681,0.19455278689879482,force,track
countertop,3.649999999999995,26,0.4599999999999999,-0.23999999999999994,0.5,9.999999078517448,0.19179824507885074,force,track
countertop,3.699999999999995,27,0.4399999999999999,-0.23999999999999994,0.5,9.999999262813958,0.19179824507885074,force,track
countertop,3.7499999999999947,27,0.4399999999999999,-0.23999999999999994,0.5,9.999999410251167,0.1890681669659846,force,track
countertop,3.7999999999999945,27,0.4399999999999999,-0.23999999999999994,0.5,9.999999528200934,0.18669358701959204,force,track
countertop,3.8499999999999943,28,0.41999999999999993,-0.23999999999999994,0.5,9.999999622560747,0.1890681669659846,force,track
countertop,3.899999999999994,28,0.41999999999999993,-0.23999999999999994,0.5,9.999999698048597,0.18669358701959204,force,track
countertop,3.949999999999994,29,0.3999999999999999,-0.23999999999999994,0.5,9.999999758438879,0.18669358701959204,force,track
countertop,3.999999999999994,29,0.3999999999999999,-0.23999999999999994,0.5,9.999999806751102,0.18496243392022663,force,track
countertop,4.049999999999994,29,0.3999999999999999,-0.23999999999999994,0.5,9.999999845400882,0.18408461790000918,force,track
countertop,4.099999999999993,30,0.3799999999999999,-0.23999999999999994,0.5,9.999999876320706,0.18496243392022663,force,track
countertop,4.149999999999993,30,0.3799999999999999,-0.23999999999999994,0.5,9.999999901056565,0.18408461790000918,force,track
countertop,4.199999999999993,30,0.3799999999999999,-0.23999999999999994,0.5,9.999999920845251,0.18416657816678947,force,track
countertop,4.249999999999993,31,0.35999999999999993,-0.23999999999999994,0.5,9.9999999366762,0.18408461790000918,force,track
countertop,4.299999999999993,31,0.35999999999999993,-0.23999999999999994,0.5,9.99999994934096,0.18416657816678947,force,track
countertop,4.3499999999999925,32,0.33999999999999997,-0.23999999999999994,0.5,9.999999959472769,0.18416657816678947,force,track
countertop,4.399999999999992,32,0.33999999999999997,-0.23999999999999994,0.5,9.999999967578216,0.18519837666330907,force,track
countertop,4.449999999999992,33,0.31999999999999995,-0.23999999999999994,0.5,9.999999974062572,0.18519837666330907,force,track
countertop,4.499999999999992,33,0.31999999999999995,-0.23999999999999994,0.5,9.999999979250058,0.1870549031021037,force,track
countertop,4.549999999999992,33,0.31999999999999995,-0.23999999999999994,0.5,9.999999983400047,0.189511045160151,force,track
countertop,4.599999999999992,34,0.29999999999999993,-0.23999999999999994,0.5,9.999999986720038,0.1870549031021037,force,track
countertop,4.6499999999999915,34,0.29999999999999993,-0.23999999999999994,0.5,9.99999998937603,0.189511045160151,force,track
countertop,4.699999999999991,34,0.29999999999999993,-0.23999999999999994,0.5,9.999999991500825,0.1922689843777691,force,track
countertop,4.749999999999991,35,0.27999999999999997,-0.23999999999999994,0.5,9.99999999320066,0.189511045160151,force,track
countertop,4.799999999999991,35,0.27999999999999997,-0.23999999999999994,0.5,9.999999994560529,0.1922689843777691,force,track
countertop,4.849999999999991,36,0.26,-0.23999999999999994,0.5,9.999999995648423,0.1922689843777691,force,track
countertop,4.899999999999991,36,0.26,-0.23999999999999994,0.5,9.999999996518738,0.19499430800916606,force,track
countertop,4.94999999999999,37,0.24,-0.23999999999999994,0.5,9.99999999721499,0.19499430800916606,force,track
countertop,4.99999999999999,37,0.24,-0.23999999999999994,0.5,9.999999997771992,0.1973565580975728,force,track
countertop,5.04999999999999,37,0.24,-0.23999999999999994,0.5,9.999999998217593,0.19906930101411707,force,track
countertop,5.09999999999999,38,0.22,-0.23999999999999994,0.5,9.999999998574074,0.1973565580975728,force,track
countertop,5.14999999999999,38,0.22,-0.23999999999999994,0.5,9.99999999885926,0.19906930101411707,force,track
countertop,5.1999999999999895,39,0.22,-0.1999999999999999,0.5,9.999999999087407,0.19906930101411707,force,track
countertop,5.249999999999989,39,0.22,-0.1999999999999999,0.5,9.999999999269926,0.19992485884555897,force,track
countertop,5.299999999999989,39,0.22,-0.1999999999999999,0.5,9.999999999415941,0.19981949129125345,force,track
countertop,5.349999999999989,39,0.22,-0.1999999999999999,0.5,9.999999999532752,0.19876597464914347,force,track
countertop,5.399999999999989,39,0.22,-0.1999999999999999,0.5,9.999999999626201,0.19689205263119156,force,track
countertop,5.449999999999989,40,0.24,-0.1999999999999999,0.5,9.999999999700961,0.19992485884555897,force,track
countertop,5.4999999999999885,40,0.24,-0.1999999999999999,0.5,9.99999999976077,0.19981949129125345,force,track
countertop,5.549999999999988,41,0.26,-0.1999999999999999,0.5,9.999999999808615,0.19981949129125345,force,track
countertop,5.599999999999988,41,0.26,-0.1999999999999999,0.5,9.999999999846892,0.19876597464914347,force,track
countertop,5.649999999999988,41,0.26,-0.1999999999999999,0.5,9.999999999877513,0.19689205263119156,force,track
countertop,5.699999999999988,42,0.27999999999999997,-0.1999999999999999,0.5,9.99999999990201,0.19876597464914347,force,track
countertop,5.749999999999988,42,0.27999999999999997,-0.1999999999999999,0.5,9.99999999992161,0.19689205263119156,force,track
countertop,5.799999999999987,43,0.29999999999999993,-0.1999999999999999,0.5,9.999999999937287,0.19689205263119156,force,track
countertop,5.849999999999987,43,0.29999999999999993,-0.1999999999999999,0.5,9.99999999994983,0.19442494685396564,force,track
countertop,5.899999999999987,44,0.31999999999999995,-0.1999999999999999,0.5,9.999999999959865,0.19442494685396564,force,track
countertop,5.949999999999987,44,0.31999999999999995,-0.1999999999999999,0.5,9.999999999967892,0.1916638051782493,force,track
countertop,5.999999999999987,44,0.31999999999999995,-0.1999999999999999,0.5,9.999999999974314,0.18894342866252797,force,track
countertop,6.0499999999999865,45,0.33999999999999997,-0.1999999999999999,0.5,9.999999999979451,0.1916638051782493,force,track
countertop,6.099999999999986,45,0.33999999999999997,-0.1999999999999999,0.5,9.999999999983562,0.18894342866252797,force,track
countertop,6.149999999999986,45,0.33999999999999997,-0.1999999999999999,0.5,9.99999999998685,0.1865936754031654,force,track
countertop,6.199999999999986,46,0.35999999999999993,-0.1999999999999999,0.5,9.99999999998948,0.18894342866252797,force,track
countertop,6.249999999999986,46,0.35999999999999993,-0.1999999999999999,0.5,9.999999999991584,0.1865936754031654,force,track
countertop,6.299999999999986,47,0.3799999999999999,-0.1999999999999999,0.5,9.999999999993268,0.1865936754031654,force,track
countertop,6.349999999999985,47,0.3799999999999999,-0.1999999999999999,0.5,9.999999999994614,0.184899463731348,force,track
countertop,6.399999999999985,48,0.3999999999999999,-0.1999999999999999,0.5,9.99999999999569,0.184899463731348,force,track
countertop,6.449999999999985,48,0.3999999999999999,-0.1999999999999999,0.5,9.999999999996552,0.18406622456212487,force,track
countertop,6.499999999999985,48,0.3999999999999999,-0.1999999999999999,0.5,9.999999999997241,0.18419499195625474,force,track
countertop,6.549999999999985,49,0.41999999999999993,-0.1999999999999999,0.5,9.999999999997794,0.18406622456212487,force,track
countertop,6.5999999999999845,49,0.41999999999999993,-0.1999999999999999,0.5,9.999999999998234,0.18419499195625474,force,track
countertop,6.649999999999984,49,0.41999999999999993,-0.1999999999999999,0.5,9.999999999998588,0.1852701522781779,force,track
countertop,6.699999999999984,50,0.4399999999999999,-0.1999999999999999,0.5,9.99999999999887,0.18419499195625474,force,track
countertop,6.749999999999984,50,0.4399999999999999,-0.1999999999999999,0.5,9.999999999999096,0.1852701522781779,force,track
countertop,6.799999999999984,51,0.4599999999999999,-0.1999999999999999,0.5,9.999999999999277,0.1852701522781779,force,track
countertop,6.849999999999984,51,0.4599999999999999,-0.1999999999999999,0.5,9.999999999999421,0.18716133742074972,force,track
countertop,6.8999999999999835,51,0.4599999999999999,-0.1999999999999999,0.5,9.999999999999536,0.18963923253457524,force,track
countertop,6.949999999999983,52,0.47999999999999987,-0.1999999999999999,0.5,9.999999999999629,0.18716133742074972,force,track
countertop,6.999999999999983,52,0.47999999999999987,-0.1999999999999999,0.5,9.999999999999703,0.18963923253457524,force,track
countertop,7.049999999999983,53,0.49999999999999983,-0.1999999999999999,0.5,9.999999999999762,0.18963923253457524,force,track
countertop,7.099999999999983,53,0.49999999999999983,-0.1999999999999999,0.5,9.99999999999981,0.1924033815024545,force,track
countertop,7.149999999999983,54,0.5199999999999998,-0.1999999999999999,0.5,9.999999999999847,0.1924033815024545,force,track
countertop,7.199999999999982,54,0.5199999999999998,-0.1999999999999999,0.5,9.999999999999877,0.19511861861797103,force,track
countertop,7.249999999999982,55,0.5399999999999998,-0.1999999999999999,0.5,9.999999999999902,0.19511861861797103,force,track
countertop,7.299999999999982,55,0.5399999999999998,-0.1999999999999999,0.5,9.999999999999922,0.19745570896054507,force,track
countertop,7.349999999999982,55,0.5399999999999998,-0.1999999999999999,0.5,9.999999999999938,0.19913126963557493,force,track
countertop,7.399999999999982,56,0.5599999999999998,-0.1999999999999999,0.5,9.99999999999995,0.19745570896054507,force,track
countertop,7.4499999999999815,56,0.5599999999999998,-0.1999999999999999,0.5,9.999999999999961,0.19913126963557493,force,track
countertop,7.499999999999981,56,0.5599999999999998,-0.1999999999999999,0.5,9.999999999999968,0.19994213124668725,force,track
countertop,7.549999999999981,57,0.5799999999999998,-0.1999999999999999,0.5,9.999999999999975,0.19913126963557493,force,track
countertop,7.599999999999981,57,0.5799999999999998,-0.1999999999999999,0.5,9.99999999999998,0.19994213124668725,force,track
countertop,7.649999999999981,57,0.5799999999999998,-0.1999999999999999,0.5,9.999999999999984,0.19978997311440616,force,track
countertop,7.699999999999981,58,0.5999999999999999,-0.1999999999999999,0.5,9.999999999999988,0.19994213124668725,force,track
countertop,7.7499999999999805,58,0.5999999999999999,-0.1999999999999999,0.5,9.99999999999999,0.19978997311440616,force,track
countertop,7.79999999999998,58,0.5999999999999999,-0.1999999999999999,0.5,9.999999999999991,0.19869324510828845,force,track
countertop,7.84999999999998,59,0.5999999999999999,-0.15999999999999986,0.5,9.999999999999993,0.19978997311440616,force,track
countertop,7.89999999999998,59,0.5999999999999999,-0.15999999999999986,0.5,9.999999999999995,0.19869324510828845,force,track
countertop,7.94999999999998,59,0.5999999999999999,-0.15999999999999986,0.5,9.999999999999996,0.19678493051584459,force,track
countertop,7.99999999999998,59,0.5999999999999999,-0.15999999999999986,0.5,9.999999999999996,0.19429642121062185,force,track
countertop,8.04999999999998,59,0.5999999999999999,-0.15999999999999986,0.5,9.999999999999996,0.1915294603290796,force,track
countertop,8.09999999999998,60,0.5799999999999998,-0.15999999999999986,0.5,9.999999999999996,0.19869324510828845,force,track
countertop,8.14999999999998,60,0.5799999999999998,-0.15999999999999986,0.5,9.999999999999996,0.19678493051584459,force,track
countertop,8.199999999999982,60,0.5799999999999998,-0.15999999999999986,0.5,9.999999999999996,0.19429642121062185,force,track
countertop,8.249999999999982,61,0.5599999999999998,-0.15999999999999986,0.5,9.999999999999996,0.19678493051584459,force,track
countertop,8.299999999999983,61,0.5599999999999998,-0.15999999999999986,0.5,9.999999999999996,0.19429642121062185,force,track
countertop,8.349999999999984,61,0.5599999999999998,-0.15999999999999986,0.5,9.999999999999996,0.1915294603290796,force,track
countertop,8.399999999999984,62,0.5399999999999998,-0.15999999999999986,0.5,9.999999999999996,0.19429642121062185,force,track
countertop,8.449999999999985,62,0.5399999999999998,-0.15999999999999986,0.5,9.999999999999996,0.1915294603290796,force,track
countertop,8.499999999999986,62,0.5399999999999998,-0.15999999999999986,0.5,9.999999999999996,0.18881955453502852,force,track
countertop,8.549999999999986,63,0.5199999999999998,-0.15999999999999986,0.5,9.999999999999996,0.1915294603290796,force,track
countertop,8.599999999999987,63,0.5199999999999998,-0.15999999999999986,0.5,9.999999999999996,0.18881955453502852,force,track
countertop,8.649999999999988,63,0.5199999999999998,-0.15999999999999986,0.5,9.999999999999996,0.18649529230193362,force,track
countertop,8.699999999999989,64,0.49999999999999983,-0.15999999999999986,0.5,9.999999999999996,0.18881955453502852,force,track
countertop,8.74999999999999,64,0.49999999999999983,-0.15999999999999986,0.5,9.999999999999996,0.18649529230193362,force,track
countertop,8.79999999999999,65,0.47999999999999987,-0.15999999999999986,0.5,9.999999999999996,0.18649529230193362,force,track
countertop,8.84999999999999,65,0.47999999999999987,-0.15999999999999986,0.5,9.999999999999996,0.18483850105744257,force,track
countertop,8.899999999999991,66,0.4599999999999999,-0.15999999999999986,0.5,9.999999999999996,0.18483850105744257,force,track
countertop,8.949999999999992,66,0.4599999999999999,-0.15999999999999986,0.5,9.999999999999996,0.18405007431861872,force,track
countertop,8.999999999999993,67,0.4399999999999999,-0.15999999999999986,0.5,9.999999999999996,0.18405007431861872,force,track
countertop,9.049999999999994,67,0.4399999999999999,-0.15999999999999986,0.5,9.999999999999996,0.18422561243404909,force,track
countertop,9.099999999999994,67,0.4399999999999999,-0.15999999999999986,0.5,9.999999999999996,0.1853438306042728,force,track
countertop,9.149999999999995,68,0.41999999999999993,-0.15999999999999986,0.5,9.999999999999996,0.18422561243404909,force,track
countertop,9.199999999999996,68,0.41999999999999993,-0.15999999999999986,0.5,9.999999999999996,0.1853438306042728,force,track
countertop,9.249999999999996,69,0.3999999999999999,-0.15999999999999986,0.5,9.999999999999996,0.1853438306042728,force,track
countertop,9.299999999999997,69,0.3999999999999999,-0.15999999999999986,0.5,9.999999999999996,0.187269139761079,force,track
countertop,9.349999999999998,69,0.3999999999999999,-0.15999999999999986,0.5,9.999999999999996,0.18976808736225315,force,track
countertop,9.399999999999999,70,0.3799999999999999,-0.15999999999999986,0.5,9.999999999999996,0.187269139761079,force,track
countertop,9.45,70,0.3799999999999999,-0.15999999999999986,0.5,9.999999999999996,0.18976808736225315,force,track
countertop,9.5,70,0.3799999999999999,-0.15999999999999986,0.5,9.999999999999996,0.1925376645802038,force,track
countertop,9.55,71,0.35999999999999993,-0.15999999999999986,0.5,9.999999999999996,0.18976808736225315,force,track
countertop,9.600000000000001,71,0.35999999999999993,-0.15999999999999986,0.5,9.999999999999996,0.1925376645802038,force,track
countertop,9.650000000000002,72,0.33999999999999997,-0.15999999999999986,0.5,9.999999999999996,0.1925376645802038,force,track
countertop,9.700000000000003,72,0.33999999999999997,-0.15999999999999986,0.5,9.999999999999996,0.19524204750836283,force,track
countertop,9.750000000000004,73,0.31999999999999995,-0.15999999999999986,0.5,9.999999999999996,0.19524204750836283,force,track
countertop,9.800000000000004,73,0.31999999999999995,-0.15999999999999986,0.5,9.999999999999996,0.19755331734601794,force,track
countertop,9.850000000000005,73,0.31999999999999995,-0.15999999999999986,0.5,9.999999999999996,0.19919122205289974,force,track
countertop,9.900000000000006,74,0.29999999999999993,-0.15999999999999986,0.5,9.999999999999996,0.19755331734601794,force,track
countertop,9.950000000000006,74,0.29999999999999993,-0.15999999999999986,0.5,9.999999999999996,0.19919122205289974,force,track
countertop,10.000000000000007,74,0.29999999999999993,-0.15999999999999986,0.5,9.999999999999996,0.1999571581910227,force,track
countertop,10.050000000000008,75,0.27999999999999997,-0.15999999999999986,0.5,9.999999999999996,0.19919122205289974,force,track
countertop,10.100000000000009,75,0.27999999999999997,-0.15999999999999986,0.5,9.999999999999996,0.1999571581910227,force,track
countertop,10.15000000000001,76,0.26,-0.15999999999999986,0.5,9.999999999999996,0.1999571581910227,force,track
countertop,10.20000000000001,76,0.26,-0.15999999999999986,0.5,9.999999999999996,0.19975825250001375,force,track
countertop,10.25000000000001,77,0.24,-0.15999999999999986,0.5,9.999999999999996,0.19975825250001375,force,track
countertop,10.300000000000011,77,0.24,-0.15999999999999986,0.5,9.999999999999996,0.19861862320476306,force,track
countertop,10.350000000000012,77,0.24,-0.15999999999999986,0.5,9.999999999999996,0.19667645557033198,force,track
countertop,10.400000000000013,78,0.22,-0.15999999999999986,0.5,9.999999999999996,0.19861862320476306,force,track
countertop,10.450000000000014,78,0.22,-0.15999999999999986,0.5,9.999999999999996,0.19667645557033198,force,track
countertop,10.500000000000014,79,0.22,-0.11999999999999983,0.5,9.999999999999996,0.19667645557033198,force,track
countertop,10.550000000000015,79,0.22,-0.11999999999999983,0.5,9.999999999999996,0.19416724630646295,force,track
countertop,10.600000000000016,79,0.22,-0.11999999999999983,0.5,9.999999999999996,0.19139524851428916,force,track
countertop,10.650000000000016,79,0.22,-0.11999999999999983,0.5,9.999999999999996,0.18869657960607567,force,track
countertop,10.700000000000017,79,0.22,-0.11999999999999983,0.5,9.999999999999996,0.18639846553147876,force,track
countertop,10.750000000000018,80,0.24,-0.11999999999999983,0.5,9.999999999999996,0.19416724630646295,force,track
countertop,10.800000000000018,80,0.24,-0.11999999999999983,0.5,9.999999999999996,0.19139524851428916,force,track
countertop,10.85000000000002,81,0.26,-0.11999999999999983,0.5,9.999999999999996,0.19139524851428916,force,track
countertop,10.90000000000002,81,0.26,-0.11999999999999983,0.5,9.999999999999996,0.18869657960607567,force,track
countertop,10.95000000000002,81,0.26,-0.11999999999999983,0.5,9.999999999999996,0.18639846553147876,force,track
countertop,11.000000000000021,82,0.27999999999999997,-0.11999999999999983,0.5,9.999999999999996,0.18869657960607567,force,track
countertop,11.050000000000022,82,0.27999999999999997,-0.11999999999999983,0.5,9.999999999999996,0.18639846553147876,force,track
countertop,11.100000000000023,83,0.29999999999999993,-0.11999999999999983,0.5,9.999999999999996,0.18639846553147876,force,track
countertop,11.150000000000023,83,0.29999999999999993,-0.11999999999999983,0.5,9.999999999999996,0.18477956313431854,force,track
countertop,11.200000000000024,84,0.31999999999999995,-0.11999999999999983,0.5,9.999999999999996,0.18477956313431854,force,track
countertop,11.250000000000025,84,0.31999999999999995,-0.11999999999999983,0.5,9.999999999999996,0.18403617173560438,force,track
countertop,11.300000000000026,84,0.31999999999999995,-0.11999999999999983,0.5,9.999999999999996,0.18425843094292957,force,track
countertop,11.350000000000026,85,0.33999999999999997,-0.11999999999999983,0.5,9.999999999999996,0.18403617173560438,force,track
countertop,11.400000000000027,85,0.33999999999999997,-0.11999999999999983,0.5,9.999999999999996,0.18425843094292957,force,track
countertop,11.450000000000028,85,0.33999999999999997,-0.11999999999999983,0.5,9.999999999999996,0.18541939081072445,force,track
countertop,11.500000000000028,86,0.35999999999999993,-0.11999999999999983,0.5,9.999999999999996,0.18425843094292957,force,track
countertop,11.55000000000003,86,0.35999999999999993,-0.11999999999999983,0.5,9.999999999999996,0.18541939081072445,force,track
countertop,11.60000000000003,87,0.3799999999999999,-0.11999999999999983,0.5,9.999999999999996,0.18541939081072445,force,track
countertop,11.65000000000003,87,0.3799999999999999,-0.11999999999999983,0.5,9.999999999999996,0.18737827964443413,force,track
countertop,11.700000000000031,88,0.3999999999999999,-0.11999999999999983,0.5,9.999999999999996,0.18737827964443413,force,track
countertop,11.750000000000032,88,0.3999999999999999,-0.11999999999999983,0.5,9.999999999999996,0.18989757321241582,force,track
countertop,11.800000000000033,88,0.3999999999999999,-0.11999999999999983,0.5,9.999999999999996,0.19267179564553394,force,track
countertop,11.850000000000033,89,0.41999999999999993,-0.11999999999999983,0.5,9.999999999999996,0.18989757321241582,force,track
countertop,11.900000000000034,89,0.41999999999999993,-0.11999999999999983,0.5,9.999999999999996,0.19267179564553394,force,track
countertop,11.950000000000035,89,0.41999999999999993,-0.11999999999999983,0.5,9.999999999999996,0.19536455978363276,force,track
countertop,12.000000000000036,90,0.4399999999999999,-0.11999999999999983,0.5,9.999999999999996,0.19267179564553394,force,track
countertop,12.050000000000036,90,0.4399999999999999,-0.11999999999999983,0.5,9.999999999999996,0.19536455978363276,force,track
countertop,12.100000000000037,91,0.4599999999999999,-0.11999999999999983,0.5,9.999999999999996,0.19536455978363276,force,track
countertop,12.150000000000038,91,0.4599999999999999,-0.11999999999999983,0.5,9.999999999999996,0.19764935565744265,force,track
