surface,time_s,waypoint_index,x,y,z,force_n,speed_m_s,mode,event
mirror,19.000000000000135,55,0.55,-0.24249999999999997,0.7024999999999998,5.999999999999998,0.1480917817204088,force,track
mirror,19.050000000000136,55,0.55,-0.24249999999999997,0.7024999999999998,5.999999999999998,0.1493484522266812,force,track
mirror,19.100000000000136,55,0.55,-0.24249999999999997,0.7024999999999998,5.999999999999998,0.14995659843501544,force,track
mirror,19.150000000000137,55,0.55,-0.24249999999999997,0.7024999999999998,5.999999999999998,0.1498424798358046,force,track
mirror,19.200000000000138,55,0.55,-0.24249999999999997,0.7024999999999998,5.999999999999998,0.1490199338312163,force,track
mirror,19.25000000000014,56,0.55,-0.24249999999999997,0.6824999999999998,5.999999999999998,0.1480917817204088,force,track
mirror,19.30000000000014,56,0.55,-0.24249999999999997,0.6824999999999998,5.999999999999998,0.1493484522266812,force,track
mirror,19.35000000000014,56,0.55,-0.24249999999999997,0.6824999999999998,5.999999999999998,0.14995659843501544,force,track
mirror,19.40000000000014,57,0.55,-0.24249999999999997,0.6624999999999998,5.999999999999998,0.1493484522266812,force,track
mirror,19.45000000000014,57,0.55,-0.24249999999999997,0.6624999999999998,5.999999999999998,0.14995659843501544,force,track
mirror,19.500000000000142,57,0.55,-0.24249999999999997,0.6624999999999998,5.999999999999998,0.1498424798358046,force,track
mirror,19.550000000000143,58,0.55,-0.24249999999999997,0.6424999999999997,5.999999999999998,0.14995659843501544,force,track
mirror,19.600000000000144,58,0.55,-0.24249999999999997,0.6424999999999997,5.999999999999998,0.1498424798358046,force,track
mirror,19.650000000000144,58,0.55,-0.24249999999999997,0.6424999999999997,5.999999999999998,0.1490199338312163,force,track
mirror,19.700000000000145,59,0.55,-0.24249999999999997,0.6224999999999997,5.999999999999998,0.1498424798358046,force,track
mirror,19.750000000000146,59,0.55,-0.24249999999999997,0.6224999999999997,5.999999999999998,0.1490199338312163,force,track
mirror,19.800000000000146,59,0.55,-0.24249999999999997,0.6224999999999997,5.999999999999998,0.14758869788688342,force,track
mirror,19.850000000000147,60,0.55,-0.24249999999999997,0.6024999999999997,5.999999999999998,0.1490199338312163,force,track
mirror,19.900000000000148,60,0.55,-0.24249999999999997,0.6024999999999997,5.999999999999998,0.14758869788688342,force,track
mirror,19.95000000000015,60,0.55,-0.24249999999999997,0.6024999999999997,5.999999999999998,0.14572231590796636,force,track
mirror,20.00000000000015,61,0.55,-0.24249999999999997,0.5824999999999997,5.999999999999998,0.14758869788688342,force,track
mirror,20.05000000000015,61,0.55,-0.24249999999999997,0.5824999999999997,5.999999999999998,0.14572231590796636,force,track
mirror,20.10000000000015,61,0.55,-0.24249999999999997,0.5824999999999997,5.999999999999998,0.1436470952468097,force,track
mirror,20.15000000000015,62,0.55,-0.24249999999999997,0.5624999999999997,5.999999999999998,0.14572231590796636,force,track
mirror,20.200000000000152,62,0.55,-0.24249999999999997,0.5624999999999997,5.999999999999998,0.1436470952468097,force,track
mirror,20.250000000000153,62,0.55,-0.24249999999999997,0.5624999999999997,5.999999999999998,0.1416146659012714,force,track
mirror,20.300000000000153,63,0.55,-0.24249999999999997,0.5424999999999996,5.999999999999998,0.1436470952468097,force,track
mirror,20.350000000000154,63,0.55,-0.24249999999999997,0.5424999999999996,5.999999999999998,0.1416146659012714,force,track
